	k	p	c	o	f	g	s
OTU_19417	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Chitinophaga	s:Chitinophaga_sp._MJM_38
OTU_19416	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	Unclassified	Unclassified	Unclassified
OTU_19415	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:MNC12	Unclassified	Unclassified
OTU_19418	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Rickettsiaceae	Unclassified	Unclassified
OTU_19419	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:mle1-27	Unclassified	Unclassified
OTU_19423	k:Bacteria	p:Chloroflexi	c:TK10	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19421	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19422	k:Bacteria	p:Acidobacteria	c:Holophagae	o:Subgroup_7	Unclassified	Unclassified	Unclassified
OTU_19424	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19420	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Rhodanobacter	Unclassified
OTU_19426	k:Bacteria	p:Microgenomates	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19425	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19433	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19427	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	f:Oligoflexaceae	Unclassified	Unclassified
OTU_19430	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_19428	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	Unclassified	Unclassified	Unclassified
OTU_19429	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19431	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Cystobacteraceae	g:Anaeromyxobacter	Unclassified
OTU_19436	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Gemmata	Unclassified
OTU_19434	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19432	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:AT-s3-28	Unclassified	Unclassified	Unclassified
OTU_19435	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_19438	k:Bacteria	p:TM6	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19439	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19437	k:Bacteria	p:Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19441	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Bradyrhizobiaceae	g:Bradyrhizobium	Unclassified
OTU_19440	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:Bdellovibrio	Unclassified
OTU_19443	k:Bacteria	p:Cyanobacteria	c:Chloroplast	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19442	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:MNG7	Unclassified	Unclassified
OTU_19447	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_19445	k:Bacteria	p:Chloroflexi	c:Ktedonobacteria	o:B12-WMSP1	Unclassified	Unclassified	Unclassified
OTU_19444	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Dyella	Unclassified
OTU_19446	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19449	k:Bacteria	p:Omnitrophica	c:NPL-UPA2	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19451	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19456	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19450	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19448	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	Unclassified	Unclassified	Unclassified
OTU_19453	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Nitrosomonadales	f:Nitrosomonadaceae	Unclassified	Unclassified
OTU_19455	k:Bacteria	p:Cyanobacteria	c:Melainabacteria	o:Obscuribacterales	Unclassified	Unclassified	Unclassified
OTU_19458	k:Bacteria	p:Actinobacteria	c:MB-A2-108	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19457	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Rhodospirillaceae	Unclassified	Unclassified
OTU_19452	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	Unclassified
OTU_19454	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Rhodanobacter	Unclassified
OTU_19459	k:Bacteria	p:Nitrospirae	c:Nitrospira	o:Nitrospirales	f:Nitrospiraceae	g:Nitrospira	Unclassified
OTU_19460	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_19461	k:Bacteria	p:Nitrospirae	c:Nitrospira	o:Nitrospirales	f:0319-6A21	Unclassified	Unclassified
OTU_19462	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Pseudonocardiales	f:Pseudonocardiaceae	g:Pseudonocardia	Unclassified
OTU_19464	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19465	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19466	k:Bacteria	p:Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19469	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19468	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:Phycisphaerales	f:Phycisphaeraceae	g:SM1A02	Unclassified
OTU_19473	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19467	k:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Flammeovirgaceae	g:Candidatus_Amoebophilus	Unclassified
OTU_19463	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:DA111	Unclassified	Unclassified
OTU_19479	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19470	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	f:Patulibacteraceae	g:Patulibacter	Unclassified
OTU_19474	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19471	k:Bacteria	p:Actinobacteria	c:Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19472	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	Unclassified
OTU_19475	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_19476	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:P3OB-42	Unclassified	Unclassified
OTU_19478	k:Bacteria	p:Chlamydiae	c:Chlamydiae	o:Chlamydiales	Unclassified	Unclassified	Unclassified
OTU_19477	k:Bacteria	p:Actinobacteria	c:MB-A2-108	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19480	k:Bacteria	p:Acidobacteria	c:Holophagae	o:Subgroup_7	Unclassified	Unclassified	Unclassified
OTU_19483	k:Bacteria	p:Chloroflexi	c:KD4-96	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19481	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19482	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	Unclassified
OTU_19485	k:Bacteria	p:Verrucomicrobia	c:Spartobacteria	o:Chthoniobacterales	f:Chthoniobacteraceae	g:Chthoniobacter	Unclassified
OTU_19486	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Peptococcaceae	g:Thermincola	Unclassified
OTU_19484	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_19487	k:Bacteria	p:Chlamydiae	c:Chlamydiae	o:Chlamydiales	f:Parachlamydiaceae	g:Candidatus_Protochlamydia	Unclassified
OTU_19488	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Blfdi19	Unclassified	Unclassified
OTU_19490	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Dactylosporangium	s:Dactylosporangium_roseum
OTU_19494	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19489	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	Unclassified	Unclassified
OTU_19493	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_19495	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19492	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Acidobacteriales	f:Acidobacteriaceae_[Subgroup_1]	Unclassified	Unclassified
OTU_19491	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	Unclassified
OTU_19496	k:Bacteria	p:Chloroflexi	c:Ardenticatenia	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19500	k:Bacteria	p:TM6	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19497	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiales_Incertae_Sedis	g:Bauldia	Unclassified
OTU_19501	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:Phycisphaerales	f:Phycisphaeraceae	Unclassified	Unclassified
OTU_19498	k:Bacteria	p:Chloroflexi	c:KD4-96	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19499	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	Unclassified	Unclassified
OTU_19503	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_19502	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_19504	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19505	k:Bacteria	p:Planctomycetes	c:vadinHA49	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19508	k:Bacteria	p:Gracilibacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19507	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	Unclassified
OTU_19506	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	Unclassified	Unclassified
OTU_19514	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19509	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	Unclassified
OTU_19511	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:LR_A2-29	Unclassified	Unclassified
OTU_19510	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Desulfobacterales	f:Desulfobulbaceae	Unclassified	Unclassified
OTU_19513	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:GR-WP33-30	Unclassified	Unclassified	Unclassified
OTU_19515	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19512	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	Unclassified
OTU_19521	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19516	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	Unclassified	Unclassified	Unclassified
OTU_19520	k:Bacteria	p:Chloroflexi	c:Chloroflexia	o:Chloroflexales	f:Roseiflexaceae	g:Roseiflexus	Unclassified
OTU_19517	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_4	f:RB41	Unclassified	Unclassified
OTU_19518	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	Unclassified
OTU_19527	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19522	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	Unclassified
OTU_19525	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_19519	k:Bacteria	p:Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19523	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	Unclassified
OTU_19524	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19526	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:GR-WP33-30	Unclassified	Unclassified	Unclassified
OTU_19528	k:Bacteria	p:Elusimicrobia	c:Elusimicrobia	o:Lineage_IIb	Unclassified	Unclassified	Unclassified
OTU_19529	k:Bacteria	p:Chlamydiae	c:Chlamydiae	o:Chlamydiales	f:Simkaniaceae	Unclassified	Unclassified
OTU_19530	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:Phycisphaerales	f:Phycisphaeraceae	g:SM1A02	Unclassified
OTU_19531	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19537	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19533	k:Bacteria	p:Chloroflexi	c:KD4-96	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19532	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	Unclassified	Unclassified	Unclassified
OTU_19536	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	Unclassified	Unclassified	Unclassified
OTU_19534	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	Unclassified
OTU_19539	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19535	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	Unclassified	Unclassified
OTU_19543	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19538	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	Unclassified
OTU_19542	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19541	k:Bacteria	p:Acidobacteria	c:Holophagae	o:Subgroup_7	Unclassified	Unclassified	Unclassified
OTU_19544	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19540	k:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Streptococcaceae	g:Streptococcus	Unclassified
OTU_19547	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19545	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Terrimonas	Unclassified
OTU_19546	k:Bacteria	p:Actinobacteria	c:Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19549	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:Phycisphaerales	f:Phycisphaeraceae	g:SM1A02	Unclassified
OTU_19550	k:Bacteria	p:Chloroflexi	c:Chloroflexia	o:Kallotenuales	f:AKIW781	Unclassified	Unclassified
OTU_19548	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	Unclassified
OTU_19555	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_19552	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_19556	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19551	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	Unclassified
OTU_19553	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Neisseriales	f:Neisseriaceae	Unclassified	Unclassified
OTU_19554	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19559	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Gemmata	Unclassified
OTU_19558	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	Unclassified	Unclassified	Unclassified
OTU_19557	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_19560	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:DA111	Unclassified	Unclassified
OTU_19561	k:Bacteria	p:Chloroflexi	c:Chloroflexia	o:Chloroflexales	f:Roseiflexaceae	g:Roseiflexus	Unclassified
OTU_19566	k:Bacteria	p:Microgenomates	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19562	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Polyangiaceae	Unclassified	Unclassified
OTU_19565	k:Bacteria	p:Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19563	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	Unclassified	Unclassified	Unclassified
OTU_19564	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Paenibacillaceae	g:Paenibacillus	s:Paenibacillus_sp._tjsxy2003-e-4
OTU_19569	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19567	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19570	k:Bacteria	p:Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19573	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19568	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19572	k:Bacteria	p:Chloroflexi	c:Ktedonobacteria	o:Ktedonobacterales	Unclassified	Unclassified	Unclassified
OTU_19571	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_19574	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_19575	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	Unclassified	Unclassified	Unclassified
OTU_19582	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19577	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	Unclassified
OTU_19578	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	f:Oligoflexaceae	Unclassified	Unclassified
OTU_19576	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Haliangiaceae	g:Haliangium	Unclassified
OTU_19579	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	Unclassified
OTU_19580	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:KD3-10	Unclassified	Unclassified
OTU_19581	k:Bacteria	p:Cyanobacteria	c:Chloroplast	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19583	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19584	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:Bdellovibrio	Unclassified
OTU_19589	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19585	k:Bacteria	p:Acidobacteria	c:Acidobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19588	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_19586	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Haliangiaceae	g:Haliangium	Unclassified
OTU_19587	k:Bacteria	p:Acidobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19591	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19592	k:Bacteria	p:Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19590	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	Unclassified
OTU_19593	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	Unclassified	Unclassified	Unclassified
OTU_19596	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19594	k:Bacteria	p:Nitrospirae	c:Nitrospira	o:Nitrospirales	f:0319-6A21	Unclassified	Unclassified
OTU_19600	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_19597	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	Unclassified	Unclassified	Unclassified
OTU_19598	k:Bacteria	p:Nitrospirae	c:Nitrospira	o:Nitrospirales	f:Nitrospiraceae	g:Nitrospira	Unclassified
OTU_19595	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Corynebacteriales	f:Mycobacteriaceae	g:Mycobacterium	s:Mycobacterium_sp.
OTU_19599	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Sandaracinaceae	Unclassified	Unclassified
OTU_19601	k:Bacteria	p:Chloroflexi	c:KD4-96	Unclassified	Unclassified	Unclassified	Unclassified
